,Created_at,Ids,Text
0,Sat Mar 20 14:56:07 +0000 2021,1373287241250791427,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
1,Sat Mar 20 14:56:12 +0000 2021,1373287261228335106,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
2,Sat Mar 20 14:56:12 +0000 2021,1373287263954563074,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
3,Sat Mar 20 14:56:13 +0000 2021,1373287265347072002,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
4,Sat Mar 20 14:56:13 +0000 2021,1373287266429202436,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
5,Sat Mar 20 14:56:14 +0000 2021,1373287270153809923,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
6,Sat Mar 20 14:56:14 +0000 2021,1373287271944781830,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
7,Sat Mar 20 14:56:15 +0000 2021,1373287273664376835,"RT @BCCI: 5th T20I. 16.3: C Jordan to H Pandya (21), 4 runs, 177/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
8,Sat Mar 20 14:56:15 +0000 2021,1373287274088067078,"RT @BCCI: 5th T20I. 16.3: C Jordan to H Pandya (21), 4 runs, 177/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
9,Sat Mar 20 14:56:19 +0000 2021,1373287292375236608,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
10,Sat Mar 20 14:56:21 +0000 2021,1373287298712801280,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
11,Sat Mar 20 14:56:21 +0000 2021,1373287300411453441,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
12,Sat Mar 20 14:56:23 +0000 2021,1373287308833681415,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
13,Sat Mar 20 14:56:24 +0000 2021,1373287313552273414,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
14,Sat Mar 20 14:56:25 +0000 2021,1373287316878286858,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
15,Sat Mar 20 14:56:26 +0000 2021,1373287320640573447,"RT @BCCI: 5th T20I. 16.3: C Jordan to H Pandya (21), 4 runs, 177/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
16,Sat Mar 20 14:56:26 +0000 2021,1373287322402263050,"RT @BCCI: 5th T20I. 15.5: M Wood to H Pandya (15), 4 runs, 170/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
17,Sat Mar 20 14:56:27 +0000 2021,1373287324079943684,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
18,Sat Mar 20 14:56:27 +0000 2021,1373287324398747648,RT @BCCI: The effort that ended SKY's enterprising run! https://t.co/esxKh1iZRh #INDvENG @Paytm https://t.co/KwRZjHhapi
19,Sat Mar 20 14:56:27 +0000 2021,1373287327242539011,RT @BCCI: The effort that ended SKY's enterprising run! https://t.co/esxKh1iZRh #INDvENG @Paytm https://t.co/KwRZjHhapi
20,Sat Mar 20 14:56:28 +0000 2021,1373287328060338180,"RT @BCCI: 5th T20I. 16.3: C Jordan to H Pandya (21), 4 runs, 177/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
21,Sat Mar 20 14:56:28 +0000 2021,1373287330606239744,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
22,Sat Mar 20 14:56:28 +0000 2021,1373287331147358215,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
23,Sat Mar 20 14:56:30 +0000 2021,1373287336587493376,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
24,Sat Mar 20 14:56:30 +0000 2021,1373287339691102210,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
25,Sat Mar 20 14:56:32 +0000 2021,1373287347068964865,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
26,Sat Mar 20 14:56:32 +0000 2021,1373287348008579079,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
27,Sat Mar 20 14:56:33 +0000 2021,1373287350084673550,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
28,Sat Mar 20 14:56:33 +0000 2021,1373287352068567041,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
29,Sat Mar 20 14:56:33 +0000 2021,1373287352408317953,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
30,Sat Mar 20 14:56:35 +0000 2021,1373287357944795140,"RT @BCCI: 5th T20I. 15.5: M Wood to H Pandya (15), 4 runs, 170/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
31,Sat Mar 20 14:56:39 +0000 2021,1373287374768107524,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
32,Sat Mar 20 14:56:39 +0000 2021,1373287376294793222,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
33,Sat Mar 20 14:56:40 +0000 2021,1373287379813888008,"RT @BCCI: 5th T20I. 15.4: M Wood to H Pandya (11), 4 runs, 166/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
34,Sat Mar 20 14:56:42 +0000 2021,1373287386495524865,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
35,Sat Mar 20 14:56:42 +0000 2021,1373287388542214147,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
36,Sat Mar 20 14:56:43 +0000 2021,1373287391952207877,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
37,Sat Mar 20 14:56:47 +0000 2021,1373287407362056197,RT @BCCI: Excitement levels for the finale right now ⬆️🔝CANNOT WAIT 😎🔥#TeamIndia #INDvENG @Paytm https://t.co/ttfI0DoU72
38,Sat Mar 20 14:56:47 +0000 2021,1373287408326778883,RT @BCCI: Excitement levels for the finale right now ⬆️🔝CANNOT WAIT 😎🔥#TeamIndia #INDvENG @Paytm https://t.co/ttfI0DoU72
39,Sat Mar 20 14:56:48 +0000 2021,1373287413901008897,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
40,Sat Mar 20 14:56:49 +0000 2021,1373287416266588160,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
41,Sat Mar 20 14:56:49 +0000 2021,1373287416958611456,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
42,Sat Mar 20 14:56:49 +0000 2021,1373287417281605635,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
43,Sat Mar 20 14:56:49 +0000 2021,1373287418602745856,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
44,Sat Mar 20 14:56:49 +0000 2021,1373287419219435529,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
45,Sat Mar 20 14:56:49 +0000 2021,1373287419408048137,RT @BCCI: Team News:1⃣ change for #TeamIndia as @Natarajan_91 named in the team. England remain unchanged. @Paytm #INDvENG T20I.Fol…
46,Sat Mar 20 14:57:00 +0000 2021,1373287464559726606,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
47,Sat Mar 20 14:57:01 +0000 2021,1373287466396835842,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
48,Sat Mar 20 14:57:01 +0000 2021,1373287466803863555,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
49,Sat Mar 20 14:57:03 +0000 2021,1373287474701594631,RT @BCCI: Toss Update:England have won the toss &amp; elected to bowl against #TeamIndia in the 5⃣th &amp; final @Paytm #INDvENG T20I.Follow th…
50,Sat Mar 20 14:57:04 +0000 2021,1373287481462820875,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
51,Sat Mar 20 14:57:05 +0000 2021,1373287484122095618,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
52,Sat Mar 20 14:57:08 +0000 2021,1373287496591712259,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
53,Sat Mar 20 14:57:09 +0000 2021,1373287500580462597,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
54,Sat Mar 20 14:57:11 +0000 2021,1373287511619895296,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
55,Sat Mar 20 14:57:12 +0000 2021,1373287512920133635,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
56,Sat Mar 20 14:57:12 +0000 2021,1373287513633132548,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
57,Sat Mar 20 14:57:14 +0000 2021,1373287522323759112,RT @BCCI: Excitement levels for the finale right now ⬆️🔝CANNOT WAIT 😎🔥#TeamIndia #INDvENG @Paytm https://t.co/ttfI0DoU72
58,Sat Mar 20 14:57:15 +0000 2021,1373287524987064324,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
59,Sat Mar 20 14:57:15 +0000 2021,1373287528476803072,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
60,Sat Mar 20 14:57:18 +0000 2021,1373287540543815684,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
61,Sat Mar 20 14:57:21 +0000 2021,1373287550329126913,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
62,Sat Mar 20 14:57:26 +0000 2021,1373287572152098819,"RT @BCCI: 5th T20I. 15.5: M Wood to H Pandya (15), 4 runs, 170/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
63,Sat Mar 20 14:57:27 +0000 2021,1373287576677740545,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
64,Sat Mar 20 14:57:27 +0000 2021,1373287579022368770,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
65,Sat Mar 20 14:57:28 +0000 2021,1373287582927261697,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
66,Sat Mar 20 14:57:28 +0000 2021,1373287583057289221,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
67,Sat Mar 20 14:57:30 +0000 2021,1373287588031762438,"RT @BCCI: 5th T20I. 15.5: M Wood to H Pandya (15), 4 runs, 170/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
68,Sat Mar 20 14:57:35 +0000 2021,1373287611154886657,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
69,Sat Mar 20 14:57:38 +0000 2021,1373287621447720970,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
70,Sat Mar 20 14:57:38 +0000 2021,1373287621930094595,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
71,Sat Mar 20 14:57:40 +0000 2021,1373287633229545475,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
72,Sat Mar 20 14:57:41 +0000 2021,1373287637922975744,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
73,Sat Mar 20 14:57:53 +0000 2021,1373287684492292097,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
74,Sat Mar 20 14:57:57 +0000 2021,1373287705015058434,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
75,Sat Mar 20 14:58:00 +0000 2021,1373287713638469637,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
76,Sat Mar 20 14:58:00 +0000 2021,1373287715903393795,"RT @BCCI: 5th T20I. 16.3: C Jordan to H Pandya (21), 4 runs, 177/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
77,Sat Mar 20 14:58:05 +0000 2021,1373287737202151435,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
78,Sat Mar 20 14:58:11 +0000 2021,1373287759893258243,"RT @BCCI: 5th T20I. 16.3: C Jordan to H Pandya (21), 4 runs, 177/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
79,Sat Mar 20 14:58:12 +0000 2021,1373287766822285317,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
80,Sat Mar 20 14:58:14 +0000 2021,1373287772623040515,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
81,Sat Mar 20 14:58:15 +0000 2021,1373287777228316679,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
82,Sat Mar 20 14:58:15 +0000 2021,1373287777249325057,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
83,Sat Mar 20 14:58:23 +0000 2021,1373287809990074368,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
84,Sat Mar 20 14:58:24 +0000 2021,1373287818190012422,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
85,Sat Mar 20 14:58:29 +0000 2021,1373287835655020550,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
86,Sat Mar 20 14:58:33 +0000 2021,1373287855347298308,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
87,Sat Mar 20 14:58:37 +0000 2021,1373287869393952768,RT @BCCI: The effort that ended SKY's enterprising run! https://t.co/esxKh1iZRh #INDvENG @Paytm https://t.co/KwRZjHhapi
88,Sat Mar 20 14:58:39 +0000 2021,1373287881133936645,"RT @BCCI: 5th T20I. 16.3: C Jordan to H Pandya (21), 4 runs, 177/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
89,Sat Mar 20 14:58:40 +0000 2021,1373287882438275077,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
90,Sat Mar 20 14:58:48 +0000 2021,1373287917272117250,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
91,Sat Mar 20 14:58:50 +0000 2021,1373287924612001798,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
92,Sat Mar 20 14:58:50 +0000 2021,1373287926717575168,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
93,Sat Mar 20 14:58:51 +0000 2021,1373287930647650306,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
94,Sat Mar 20 14:58:53 +0000 2021,1373287939380183042,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
95,Sat Mar 20 14:58:55 +0000 2021,1373287944425852932,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
96,Sat Mar 20 14:58:57 +0000 2021,1373287953678495756,"RT @BCCI: 5th T20I. 15.5: M Wood to H Pandya (15), 4 runs, 170/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
97,Sat Mar 20 14:58:58 +0000 2021,1373287959877746690,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
98,Sat Mar 20 14:58:58 +0000 2021,1373287960615940102,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
99,Sat Mar 20 14:59:00 +0000 2021,1373287968673124355,"RT @BCCI: 5th T20I. 15.4: M Wood to H Pandya (11), 4 runs, 166/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
100,Sat Mar 20 14:59:01 +0000 2021,1373287971915374594,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
101,Sat Mar 20 14:59:02 +0000 2021,1373287975660838914,"RT @BCCI: 5th T20I. 14.6: J Archer to H Pandya (7), 4 runs, 157/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
102,Sat Mar 20 14:59:02 +0000 2021,1373287976646574083,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
103,Sat Mar 20 14:59:04 +0000 2021,1373287982283644928,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
104,Sat Mar 20 14:59:04 +0000 2021,1373287984347238401,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
105,Sat Mar 20 14:59:05 +0000 2021,1373287987375607810,RT @BCCI: The effort that ended SKY's enterprising run! https://t.co/esxKh1iZRh #INDvENG @Paytm https://t.co/KwRZjHhapi
106,Sat Mar 20 14:59:05 +0000 2021,1373287987606261762,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
107,Sat Mar 20 14:59:06 +0000 2021,1373287990575861760,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
108,Sat Mar 20 14:59:07 +0000 2021,1373287995432837121,"RT @BCCI: 5th T20I. 13.2: WICKET! S Yadav (32) is out, c Jason Roy b Adil Rashid, 143/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
109,Sat Mar 20 14:59:08 +0000 2021,1373288000667328517,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
110,Sat Mar 20 14:59:14 +0000 2021,1373288025233362944,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
111,Sat Mar 20 14:59:15 +0000 2021,1373288030442717188,RT @BCCI: The effort that ended SKY's enterprising run! https://t.co/esxKh1iZRh #INDvENG @Paytm https://t.co/KwRZjHhapi
112,Sat Mar 20 14:59:16 +0000 2021,1373288033529655299,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
113,Sat Mar 20 14:59:17 +0000 2021,1373288038885822467,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
114,Sat Mar 20 14:59:23 +0000 2021,1373288061765701633,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
115,Sat Mar 20 14:59:26 +0000 2021,1373288076974391296,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
116,Sat Mar 20 14:59:26 +0000 2021,1373288077590814723,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
117,Sat Mar 20 14:59:29 +0000 2021,1373288087204237316,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
118,Sat Mar 20 14:59:32 +0000 2021,1373288099447369733,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
119,Sat Mar 20 14:59:32 +0000 2021,1373288102337257474,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
120,Sat Mar 20 14:59:34 +0000 2021,1373288109836693508,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
121,Sat Mar 20 14:59:35 +0000 2021,1373288112588165120,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
122,Sat Mar 20 14:59:40 +0000 2021,1373288137040928772,RT @BCCI: Excitement levels for the finale right now ⬆️🔝CANNOT WAIT 😎🔥#TeamIndia #INDvENG @Paytm https://t.co/ttfI0DoU72
123,Sat Mar 20 14:59:41 +0000 2021,1373288137376468995,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
124,Sat Mar 20 14:59:49 +0000 2021,1373288173237800965,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
125,Sat Mar 20 14:59:50 +0000 2021,1373288177515962377,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
126,Sat Mar 20 14:59:52 +0000 2021,1373288185992638473,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
127,Sat Mar 20 14:59:53 +0000 2021,1373288188178018304,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
128,Sat Mar 20 14:59:55 +0000 2021,1373288196163870725,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
129,Sat Mar 20 14:59:57 +0000 2021,1373288207459086337,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
130,Sat Mar 20 14:59:59 +0000 2021,1373288213528285187,"RT @BCCI: When #TeamIndia Captain and Vice-Captain walked out to open the innings, we expected plenty of fireworks and that is exactly what…"
131,Sat Mar 20 15:00:01 +0000 2021,1373288221610708996,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
132,Sat Mar 20 15:00:02 +0000 2021,1373288225318445058,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
133,Sat Mar 20 15:00:03 +0000 2021,1373288232134217735,RT @BCCI: Welcome to live coverage of the 5th T20I between India and England https://t.co/esxKh1ABfR #INDvENG @Paytm
134,Sat Mar 20 15:00:07 +0000 2021,1373288249804816384,RT @BCCI: It needed a special effort in the field to stop a rampaging @surya_14kumar. Jordan takes a one-handed stunner and relays it to Ro…
135,Sat Mar 20 15:00:11 +0000 2021,1373288265646751744,"RT @BCCI: 5th T20I. 15.4: M Wood to H Pandya (11), 4 runs, 166/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
136,Sat Mar 20 15:00:15 +0000 2021,1373288280335126528,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
137,Sat Mar 20 15:00:18 +0000 2021,1373288293870100482,RT @BCCI: KING KOHLI 👑@imVkohli  decided to open the innings today and he responds with a fabulous 50 off just 36 balls. Played skip! 👌🔥…
138,Sat Mar 20 15:00:18 +0000 2021,1373288294759337984,RT @BCCI: An incredible knock from Hitman Rohit Sharma (64) comes to an end. He has provided a terrific platform for #TeamIndia. 👏🏾https:…
139,Sat Mar 20 15:00:19 +0000 2021,1373288298399985670,"RT @BCCI: 5th T20I. 17.4: M Wood to V Kohli (57), 4 runs, 187/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
140,Sat Mar 20 15:00:20 +0000 2021,1373288300962791424,"RT @BCCI: 5th T20I. 17.4: M Wood to V Kohli (57), 4 runs, 187/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
141,Sat Mar 20 15:00:22 +0000 2021,1373288310458576901,"RT @BCCI: 5th T20I. 17.4: M Wood to V Kohli (57), 4 runs, 187/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
